lat,lng
33.801643,-116.529291
38.950837,-92.328797
32.0682392,-81.0925612
29.048805,-95.566459
40.75744,-111.890545
34.692831,-83.681681
38.50118,-122.462916
37.9237706,-79.2036335
44.0311193,-69.5425126
40.006896,-75.210763
33.501485,-111.924058
43.8617455,-70.1002136
39.8459468,-75.6321627
39.145162,-123.197807
38.292615,-122.287015
36.124239,-121.637041
43.685908,-114.36668
29.042152,-95.401348
42.336121,-73.2589239
43.611307,-116.2733311
38.305275,-122.283453
37.7947045,-79.4699173
42.298922,-73.292023
30.384828,-86.323939
53.02835,8.806088
36.289315,-97.325935
22.427953,114.210358
30.614086,114.262683
39.945951,116.462851
24.487974,118.182748
31.194418,121.441765
34.361731,109.180385
30.599127,119.593732
34.754132,113.76639
19.191701,110.594998
39.891145,116.467731
29.856403,106.380331
30.26734,120.08703
22.489075,113.919178
39.979717,116.34888
39.915455,116.362279
39.947492,116.419092
39.935748,116.309194
40.087159,116.301329
39.987875,116.41392
34.213897,92.44218
30.651515,104.066726
29.646351,91.106171
22.834707,113.268718
39.918404,116.456363
22.547528,114.229494
22.548905,113.880535
22.634929,114.026588
22.534685,114.02247
22.522582,114.052221
22.5392,113.952279
36.650795,117.085716
36.672134,117.131878
31.210034,121.517138
23.003579,113.12915
31.081567,121.265536
34.784894,113.681509
29.569482,106.492271
29.608289,106.508181
31.488781,92.062294
22.533228,114.054437
24.979296,102.848118
40.340328,116.055392
21.578422,111.879648
29.7046,118.336431
21.23331,110.396319
22.568703,114.251145
37.85706,95.354538
39.001735,121.613312
30.058338,118.994506
30.097799,90.528138
30.558898,114.265462
39.890813,116.478071
31.286562,121.448081
23.035975,113.191244
30.062816,103.85127
29.300692,120.084708
40.106269,94.670269
31.779606,119.974981
24.338869,113.323519
30.290756,120.145003
22.902353,113.658343
31.823927,117.232768
28.115768,121.226595
22.940783,113.68222
32.041812,118.78051
22.328875,112.230524
39.90956,116.373087
37.564056,121.232719
40.644784,117.261244
19.145983,110.57728
20.050787,110.216748
30.266769,120.142751
30.273854,120.161519
30.176617,120.105089
23.123911,113.343741
31.318319,120.714858
33.882503,115.772128
33.120265,113.73723
22.935778,113.668537
31.134513,121.581608
39.765589,98.277207
22.543476,114.114497
33.858629,113.077603
39.827438,122.301706
39.950817,116.438579
24.475979,118.097144
31.974458,118.77487
39.972879,116.294869
30.382231,114.372766
22.560199,113.137989
45.721594,126.609683
22.533613,114.059982
22.545021,114.012107
22.53587,114.059695
30.662525,104.076539
32.023745,118.785945
31.918338,120.279435
29.8071,106.3963
27.078013,120.11795
36.68241,117.125019
39.916601,116.426246
39.752997,116.506977
34.389307,113.754062
29.716117,115.998798
30.621442,121.134463
40.066653,117.459716
39.904588,116.359997
22.577933,114.479682
28.826778,104.969125
23.037371,113.777309
29.455556,106.521108
25.006158,102.709805
31.438861,120.975244
36.663428,117.024543
31.461844,121.818978
31.095266,121.20545
35.762806,116.797403
26.892116,112.554007
30.458656,114.388779
37.4433,116.3754
22.551478,114.561715
25.081785,102.757447
31.248176,121.449392
34.212066,108.966308
18.22908,109.63583
31.440219,104.756661
29.029015,119.16664
34.324827,108.9464
30.648594,104.0671
34.924294,113.514904
21.968571,100.468715
25.038047,102.700682
18.564201,110.146812
33.619369,119.126086
34.244998,117.134368
22.010905,100.820454
29.910612,121.785051
29.284669,121.415878
34.341694,108.936976
22.536034,113.998283
31.292066,121.42078
24.491671,110.395469
29.647706,106.788256
28.678035,115.887227
23.565181,113.786529
28.040724,120.627117
30.664741,104.119366
22.581291,113.393974
29.831149,121.57009
29.914001,122.407227
28.115022,113.001719
38.180085,100.247591
36.094015,120.417822
36.06328,120.381082
36.559357,100.54105
32.965034,114.637782
39.938183,119.592502
24.942799,118.601833
24.79787,113.601157
27.729307,114.798457
22.903817,113.6605
22.643481,114.748937
29.591785,103.48148
22.73927,114.281072
29.63008,91.078753
32.262098,91.685877
18.230194,109.642466
18.352529,109.740162
29.646774,91.142359
22.566261,114.539225
31.270872,121.556908
31.307389,121.512209
31.239548,121.502583
31.198964,121.584395
31.190632,121.388624
31.221712,121.424662
31.204718,121.460334
21.490512,109.134662
30.642947,104.085574
25.295851,110.307501
20.057486,110.197817
30.602527,114.283035
34.232595,108.899922
23.365741,116.747856
23.247177,116.622324
41.768385,123.435855
31.696026,119.912046
20.051768,110.215123
40.825189,111.670144
28.00058,120.684071
31.924132,120.282176
29.608508,119.038979
18.347028,109.739763
18.227963,109.633036
22.535524,114.062938
18.672292,110.355442
23.021807,113.444712
23.007934,113.340386
23.004599,113.350142
23.009224,113.341282
23.033291,113.3169
22.315702,113.593335
31.271616,121.473557
31.756967,120.937876
31.760782,120.938624
31.069923,120.362346
31.036666,120.796799
39.938447,116.454325
28.683435,115.882244
24.449978,118.079236
23.134242,113.332159
23.10442,113.09877
39.625264,118.175168
22.539667,114.110858
22.812715,108.392537
29.645482,91.141053
18.413585,109.954891
29.556808,106.58052
34.215158,108.962722
23.431996,101.691059
22.720601,114.217252
38.839018,117.454599
39.020573,117.704016
39.091041,117.213932
39.13559,117.180337
39.094481,117.202588
39.147759,117.199134
39.124728,117.198084
31.077489,121.119878
38.931268,100.459822
39.905728,116.639641
30.977186,121.769569
39.92157,116.440158
